Account Name,Company,ICP Fit Verified,Eligible ,Industry,Company Description,Business Type,Business Model,# of Warehouses,ICP Fit (Yes/No) & Rationale (AI),New / Edit Inventory Part,Items List,New / Edit Sales Order,Sales Order List,New / Edit Purchase Order,Purchase Order List,New / Edit Invoice,New / Edit Bill,Total Screens Customized,Has all App Packs?,New / Edit Sales Receipt
ippowerhouse,67. IP Powerhouse,No,No,IT Equipment/Services,"0 employees, $1.92M sales – possibly a one-person IT hardware reseller or IP telephony service provider.",Small,B2B (IT clients),0–1,"No.Insufficient info. “IP Powerhouse” does not have readily available details, but the name suggests either a consulting firm (intellectual property) or a specialized service, not a product distributor. In absence of evidence that it is a small finished-goods distributor, it cannot be considered an ICP fit.",0,0,0,0,N/A,N/A,1,N/A,1,1,0
prionesource,68. Quality One Source (entry 1),No,No,Janitorial or Office Supplies,"1 employee, $421k sales, 368 customers – a small supplier of consumables (perhaps cleaning or office supplies) with many small clients.",Small,B2B,1 (small warehouse),"No.Insufficient info. Quality One Source’s business model is unclear from public sources. Without evidence of product distribution (the name is generic and could imply a service or print shop), it’s not identifiable as an ICP-type distributor. (No fit can be confirmed given the lack of information.)",0,0,1,0,1,1,1,1,5,0,0
wtidistributioninc,70. WTI Distribution Inc,No,No,Wholesale Distribution (Industrial),"228 employees, $37.68M sales – a large distribution company (likely “WTI”). This suggests a sizable operation distributing industrial or tech products. (Likely multi-warehouse given employee count.)",Midsize,B2B (Wholesale),Multiple (size implies several DCs),"No.WTI Distribution Inc. is a relatively large operation (over 200 employees per the data) with tens of millions in sales. It only serves a small number of customers (indicating large contracts), which suggests a very specialized distribution (possibly fuel or industrial products). Its size alone (far above 100 employees) and specialized nature put it outside the ICP range.",0,0,0,0,N/A,N/A,1,N/A,1,1,0
flowmeasurementservices,71. Flow Measurement Services,Yes,No,Services (Instrumentation),"1 employee, $168k sales – provides flow measurement testing or services; not a product distributor (likely a consultant or service tech).",Small,B2B (industrial service),0,"Yes.Flow Measurement Services appears to be a small distributor and service provider for flow meters and related instrumentation for industrial use. It supplies non-regulated technical equipment (flow meters, sensors) to various clients and likely provides calibration services as well. With well under 100 employees and a defined niche product offering, it reasonably fits the ICP.",0,0,0,0,1,0,1,0,2,0,0
terrazaspecialties,72. Terraza Solutions LLC,No,No,Construction Specialties,"0 employees, $398k sales – possibly a very small contractor or supplier (terraza means terrace in Spanish – maybe patio/building solutions).",Small,B2B/B2C,0,"No.Terraza Solutions LLC’s model isn’t clearly known, but the name hints at services (possibly landscaping or construction solutions). It doesn’t obviously operate as a distribution company for finished goods. Thus, in absence of a clear product distribution role, it doesn’t meet the ICP.",0,1,0,0,0,0,1,0,2,0,0
tripdrip,73. Trip Drip,No,No,Clothing/Fashion E-commerce,"0 employees, $7.22M sales, 5,208 customers – an online streetwear or fashion retailer (“Trip Drip”). Significant sales with no employees suggests a dropship model.",Small,B2C (e-commerce apparel),0 (likely uses third-party fulfillment),"No.Trip Drip likely refers to a clothing or lifestyle brand (given the slang “drip” for fashion). It’s probably a direct-to-consumer apparel retailer or brand, not a B2B distributor of multiple product lines. Therefore, it doesn’t align with the ICP criteria.",0,1,0,0,N/A,N/A,1,N/A,2,1,0
elysianlabsllc3,74. Elysian Labs LLC,No,No,Cosmetics/Skincare,"48 employees, only $264k sales – suggests a startup in cosmetics or chemical labs that hasn’t scaled revenue. Could be R&D heavy.",Small,"B2C/B2B (if skincare, maybe direct or via clinics)",1 (small lab),"No.Elysian Labs LLC’s business is not well-defined publicly, but the name suggests either a cosmetics or supplements venture. Without evidence of it being a small distributor of third-party products (and “Labs” hinting it might produce its own formulas), it does not fit the ICP profile.",0,0,0,0,0,0,1,0,1,0,0
blueridgescreenproducts,75. Blue Ridge Screen Products,Yes,No,Printing/Screen Printing Supplies,"7 employees, $7.16M sales, 1,683 customers – sells screen printing equipment or supplies, possibly mesh, inks, etc., to print shops. Decent revenue per employee.",Small,B2B (print shops),1,"Yes.Blue Ridge Screen Products likely manufactures and distributes screening materials (e.g., window/door screens or printed screens) to contractors or retailers. Assuming it supplies non-regulated, finished screen products and hardware on a small regional scale, it would fit the ICP. (The company is presumably small and serves a B2B market in its region.)",0,0,0,0,N/A,N/A,1,N/A,1,1,1
lafittesseafood,76. New Lafitte's Crawfish Inc.,No,No,Food (Seafood),"0 employees, $1.13M sales – likely a small crawfish farming or seafood distribution business in Louisiana (the name suggests crawfish sales). Probably seasonal and family-run.",Small,B2B/B2C (restaurants or direct retail),1 (farm/warehouse),No.New Lafitte’s Crawfish Inc. deals with crawfish/seafood distribution. Live or processed crawfish are highly perishable food products and require regulatory oversight (food safety). This business (a seafood wholesaler) falls outside the ICP due to the perishable nature and specialized handling of its goods.,0,0,0,0,0,0,1,0,1,0,0
rhinoskintoughusainc,77. Rhinoskin Tough USA Inc.,No,No,Consumer Products (Luggage/Cases),"2 employees, $833k sales – possibly sells “Rhinoskin” tough cases or covers (could be phone cases or luggage). Small online or wholesale operation.",Small,B2C/B2B (maybe Amazon sales),1,"No.Rhinoskin Tough USA Inc. likely sells protective cases or coatings (e.g., phone cases or protective gear). It appears to be a product brand rather than a distributor of various brands. With an unclear distribution aspect (and possibly a primarily direct-to-consumer sales model), it doesn’t meet the ICP’s criteria.",0,1,1,1,N/A,N/A,1,N/A,4,1,0
unicellsupply2,78. Unicell Janitorial Supplies,Yes,No,Janitorial Supplies,"1 employee, $234k sales, 1,227 customers – sells cleaning supplies, likely via an online store, given many customers and tiny staff.",Small,B2B (many small businesses),0–1 (maybe home-based stock),"Yes.Unicell Janitorial Supplies is a small distributor of cleaning and janitorial products. It offers non-regulated, finished goods (cleaners, paper products, janitorial tools) across a moderate range of SKUs to businesses and institutions. With a presumably small team and one or two warehouses serving local clients, it fits well within the ICP.",1,1,0,0,0,0,1,1,4,0,0
dolphinheatexchangerusa,79. DOLPHIN HEAT EXCHANGER USA Inc,Yes,No,Industrial Equipment,"13 employees, $11.18M sales, 1,067 customers – distributes heat exchangers and HVAC/R equipment (Dolphin is an international radiator/heat exchanger brand). U.S. arm selling to industrial clients.",Small/Midsize,B2B (industrial),1 (main warehouse),"Yes.Dolphin Heat Exchanger USA is the U.S. distribution arm of a heat exchanger manufacturer. It sells non-regulated industrial equipment (heat exchangers and parts) to industrial customers on a small scale. As a small team focusing on a niche of finished equipment distribution, it aligns with the ICP (aside from the low volume, high-value nature of its products).",0,1,1,1,0,0,1,0,4,0,0
nationalkitchensbathsandmore1,"80. National Kitchens Baths & More, LLC",Yes,No,Home Improvement Retail,"0 employees, $1.33M sales – likely a small kitchen and bath fixtures retailer (showroom-based) with “LLC” formation but no direct staff recorded (maybe owner-operated).",Small,B2C (homeowners),1 (showroom/warehouse),"Yes.National Kitchens Baths & More LLC is a kitchen and bath fixtures supplier. It provides finished home improvement products (cabinets, countertops, fixtures) that are non-regulated and durable. With a presumably small operation serving contractors and developers, it fits the ICP as a small distributor in the building supply sector.",0,0,0,0,N/A,N/A,1,N/A,1,1,0
privatelabelsupport,81. Private Label Support,No,No,E-commerce Support Services,"0 employees, $788k sales – possibly an Amazon private-label support agency or a small contract manufacturer coordinator. (Name suggests helping brands launch private label products.)",Small,B2B (consulting to e-comm sellers),0,"No.Private Label Support appears to be a service-oriented firm (perhaps assisting brands with private label manufacturing or logistics). It’s not a clear distributor of finished goods on its own. Therefore, it doesn’t match the ICP unless it were actually holding and distributing inventory, which is not evident.",0,0,0,0,N/A,N/A,1,N/A,1,1,0
doozlandllc,82. Doozland LLC,No,No,Food Import/Distribution?,"1 employee, $4.09M sales – possibly an importer/exporter (name is vague). Might distribute international foods or goods (Latin American ties given name Corado email).",Small,B2B (wholesale),1,"No.Not enough information. Doozland LLC’s business is unclear, but nothing suggests it is a small B2B distributor. Without details, we assume it’s not an ICP fit.",0,0,0,0,1,1,1,0,3,0,0
prestigeislandexports,83. Prestige Island Exports LLC,No,No,Food Exports (Seafood/Meat),"0 employees, $9.03M sales, 1,216 customers – exports food (island specialties? Possibly seafood or tropical products). Decent revenue, many customers, but zero employees means it contracts out work.",Small,B2B (overseas buyers),0–1,"No.Prestige Island Exports is focused on export trade. Export-oriented companies typically handle logistics for sending goods abroad (often regulated by customs) and do not function as small domestic distributors of the kind the ICP targets. Thus, it’s not a fit.",0,0,1,0,1,1,1,1,5,0,1
metkonusainc,"84. Metkon USA, Inc.",Yes,No,Manufacturing (Metallography Equipment),"15 employees, $2.88M sales, 1,110 customers – likely U.S. branch of Metkon (which makes metallographic sample preparation equipment). Sells lab equipment to many customers (universities, labs).",Small,B2B (laboratory/industrial),1 (warehouse for equipment/consumables),"Yes.Metkon USA, Inc. is the US distributor of metallography equipment and consumables (Metkon’s product line). It supplies non-regulated technical goods (grinders, polishers, cutting machines, and associated consumables for labs) to industrial and laboratory clients. With a small U.S. team and a defined niche product set, it fits the ICP profile.",0,1,1,0,1,1,1,0,5,0,0
healthcarestoragesolutionscorporation,85. Unicas Medical,No,No,Medical Supplies/Pharma Trading,"0 employees, $14.22M sales – possibly a shell company handling large medical/pharma transactions (the domain “focusedenergy.work” is odd). Could be a distributor of medical devices internationally.",Midsize (by revenue),B2B (medical wholesale),Unknown,"No.Unicas Medical likely distributes medical or laboratory supplies. If so, its products would be regulated (medical devices or consumables) and would require compliance beyond the ICP’s scope. Additionally, without more detail, it’s safer to exclude it as not fitting the ICP.",1,1,0,0,1,1,1,1,6,0,0
huntercattlecompany2,86. Hunter Cattle Company,No,No,Agriculture (Ranch & Meat Sales),"A family farm/ranch (73 employees, $8.47M sales). Raises cattle and sells beef and other farm products (likely agritourism and direct sales involved). Based in GA (noted by context).",Midsize (by staff),Both (B2C farm store and B2B wholesale),1 (the ranch facility),"No.Hunter Cattle Company is a cattle farm/brand that probably sells meat or farm products directly. That involves perishable goods (beef and other meats) and an agricultural production element. It’s not a small B2B distributor of manufactured finished goods, so it falls outside the ICP.",0,0,0,0,0,0,1,0,1,0,0
americanwholesaledistributors2,87. American Wholesale Distributors,No,No,Tobacco/C-Store Distribution,"4 employees, $12,840 in sales – likely a very small regional tobacco or convenience item distributor that barely started (the revenue is extremely low, possibly an error or just starting out).",Small,B2B (convenience stores),1 (small warehouse),"No.Despite the name, American Wholesale Distributors is not clearly identifiable; it suggests a broad wholesale operation which likely exceeds the “small, 1–100 employee” range or is too general. In absence of specifics, we cannot confirm it fits the ICP (and the generic nature hints it may be larger or not a focused distributor).",0,0,0,0,1,0,1,0,2,0,0
aosolutions,"88. Solutions Office Interiors, Inc.",Yes,No,Office Furniture,"0 employees, $1.72M sales – sells office furniture or provides office interior solutions. Possibly project-based revenue with contractors hired per project.",Small,B2B (office clients),0–1,"Yes.Solutions Office Interiors is a dealer/distributor of office furniture and interiors. It provides non-regulated finished goods (desks, chairs, cubicles) to businesses and perhaps installation services. As a small business catering to office setup needs with a catalog of furniture SKUs, it fits the ICP.",0,0,0,0,0,0,1,0,1,0,0
namusa,"89. Nationwide Architectural Metals, Inc.",No,No,Metals Fabrication/Distribution,"63 employees, $8.71M sales – fabricates and distributes architectural metal components nationwide. Fair number of employees suggests manufacturing operations.",Midsize (by staff),B2B (construction contractors),1–2 (production facilities),"No.Nationwide Architectural Metals likely fabricates or supplies custom metal architectural components. The term “Nationwide” and its specialty focus suggest it might be larger or more project-based. It doesn’t clearly operate as a small-scale distributor of off-the-shelf products, so it’s not considered an ICP fit.",0,0,0,0,1,1,1,1,4,0,0
imagehomedecorlp,90. Image Home Decor LP,Yes,No,Home Décor Wholesale,"0 employees, $1.35M sales – likely an online or small wholesale seller of home décor items (possibly imports and resells via online marketplaces, given Gmail contact).",Small,B2C/B2B (marketplaces),0–1,"Yes.Image Home Decor LP is an importer/wholesaler of home décor items. It supplies finished decorative goods (wall art, accessories, etc.) to retail stores. These products are non-regulated and non-perishable, and the company is presumably small, making it a reasonable fit for the ICP.",0,0,0,0,N/A,N/A,1,N/A,1,1,0
firestationfurniture,"91. Working Fire Furniture & Mattress Co, Inc.",No,No,Furniture Retail/Wholesale,"9 employees, $10.56M sales, 7,164 customers – sells furniture (possibly specialized for fire stations given name). Large customer count suggests many small orders (maybe an e-commerce for mattresses/furniture to individuals or institutions).",Midsize (by revenue),Both (direct sales to consumers and institutions),1 (warehouse showroom),"No.Working Fire Furniture & Mattress Co. seems to be a retail furniture and mattress store (possibly using a gimmicky name). It’s likely selling directly to consumers and possibly manufacturing some pieces. This retail/producer aspect means it’s not a B2B distributor of others’ products, hence not fitting the ICP.",1,1,1,1,1,1,1,0,7,0,1
spiritedbluffsllc,92. Spirited Bluffs,No,No,Alcohol/Beverage (Winery or Brewery),"4 employees, $440k sales – a very small craft alcohol producer or distributor (likely a boutique winery/brewery).",Small,B2C/B2B (tasting room and some distribution),1,"No.Spirited Bluffs may be involved in alcoholic beverages (the name “Spirited” hints at spirits or wine). If it’s an alcohol venture, it’s dealing with regulated products; if it’s something else, there’s no clear indication it’s distributing finished goods at small scale. Either way, it doesn’t present a clear ICP match.",1,1,0,0,N/A,N/A,1,N/A,3,1,0
techtradeglobal,93. Tech Trade Global,No,No,IT Asset Trading,"3 employees, $372k sales, 10,918 customers – likely an electronics recycler or trader selling large volumes of low-cost tech parts (hence many customers but low revenue).",Small,B2B/B2C (online IT parts sales),1 (warehouse for used tech),"No.Tech Trade Global sounds like a broad trading company in technology equipment, possibly doing large-scale import/export. That typically implies a brokerage or large wholesale transactions rather than a focused small distributor with a stable SKU inventory. It likely does not fit the ICP.",0,0,0,0,N/A,N/A,1,N/A,1,1,0
gitchsportswearco1restore20250919,94. Gitch Sportswear (entry 1),Yes,No,Apparel Manufacturing/Wholesale,"25 employees, $2.51M sales, 14,894 customers – a sportswear brand in Canada (likely custom team apparel). Many customers (possibly individual team orders).",Small,B2B/B2C (teams and direct online),1 (production facility),"Yes.Gitch Sportswear is a sports apparel company that produces and wholesales athletic clothing (it has operated in multiple markets and grown revenue). The company sells non-regulated, non-perishable goods (sportswear) to a large number of customers (schools, teams, retailers). While it manufactures its own products, it functions as a distributor to those clients. Being under 100 employees and serving a niche B2B market, it can be considered an ICP fit.",0,0,1,1,1,1,1,1,6,0,1
ancientartsfibrecrafts,96. Ancient Arts Fibre Crafts,Yes,No,Yarn/Textile Retail,"6 employees, $1.18M sales – a hand-dyed yarn and fibre crafts company (likely an artisan yarn producer in Canada). Sells to knitters or boutique shops.",Small,B2C/B2B (online and to yarn shops),1,"Yes.Ancient Arts Fibre Crafts is a small producer and distributor of hand-dyed yarns for the knitting market. It sells non-regulated craft finished goods (yarns made from natural fibers) to specialty yarn shops and online customers. With only a few employees and hundreds of customers, it behaves like a niche B2B/B2C distributor in the crafts industry, which fits the ICP (despite its product being its own brand).",1,0,0,0,N/A,N/A,0,N/A,1,1,0
lifetimeteallc,"97. LIFETIME TEA, LLC",No,No,Beverage (Tea Retail),"0 employees, $839k sales – an online or small shop selling specialty teas (perhaps subscription-based).",Small,B2C (tea enthusiasts),0–1,"No.Lifetime Tea, LLC is likely a specialty tea brand that sells its own tea blends. This means it’s dealing in consumable goods (tea) and primarily acting as a brand rather than distributing many third-party products. Its scope is limited to its own product line and possibly direct consumer sales, so it’s not a match for the ICP.",0,0,0,0,N/A,N/A,1,N/A,1,1,0
chapmanco,98. ASC Equipment (entry 1),No,No,Industrial Equipment Wholesale,"1 employee, $55.06M sales, 13,993 customers – very high sales for one person, suggests an established heavy equipment or parts distributor (possibly leveraging a parent company’s infrastructure). Might sell mining or construction equipment widely.",Midsize (by revenue),B2B (industry wide),Unknown (likely multiple warehouses via partners),No.ASC Equipment’s details are unclear (the data in the list may even be an internal test entry). There is no evidence of it actively distributing finished goods; thus it cannot be confirmed as an ICP fit.,1,1,0,0,1,1,1,1,6,0,0
stagepolymers,100. Stage Polymers LLC,No,No,Chemical/Polymers Trading,"1 employee, $7.45M sales – a one-person company dealing in polymers or plastic materials. Likely trading/importing resin or polymer products in bulk then reselling.",Small,B2B (plastics industry),0–1 (uses third-party warehouses),"No.Stage Polymers LLC appears to deal in polymer materials or chemicals. This likely involves distributing raw plastic or resin in bulk (given high revenue per customer), which means handling industrial materials (potentially regulated or hazardous) and not the kind of moderate-SKU finished goods distribution in the ICP.",1,1,1,0,1,1,1,1,7,0,0
uatllc,101. UAT LLC,No,No,Electronics/Tech Supply,"2 employees, $0 recorded sales (4,585 customers though) – perhaps a defunct or just launched tech supply company (UAT could stand for “Used Auto Tech” or similar, unclear). Many customer records but no sales implies legacy data or pending orders.",Small,B2B/B2C,0,"No.No clear information. UAT LLC’s role is unknown, and with no sales recorded in the data, it doesn’t appear to be an active distributor of products.",0,0,1,1,N/A,N/A,1,N/A,3,1,0
division9associates,"102. Division 9 Associates, Inc.",No,No,Construction (Finishes),"7 employees, $0 sales (2,725 customers) – “Division 9” often refers to finishes (flooring, ceilings) in construction specs. Possibly a firm that had many client contacts but currently no sales (maybe recently closed or in transition).",Small,B2B (construction projects),0–1,"No.Division 9 Associates is probably a manufacturers’ rep or contractor in the finishes (Division 9) construction sector, meaning it likely brokers or installs materials rather than runs a warehouse of goods. Therefore, it isn’t an ICP-type distributor.",1,0,0,0,N/A,N/A,0,N/A,1,1,0
wowo,"103. Wipe-on Wipe-off, LLC",No,No,Cleaning Products (Consumer),"11 employees, $884k sales, 2,141 customers – sells cleaning wipes or similar products (the name “Wipe-on Wipe-off” suggests a cleaning solution brand). Likely an online/retail product with a moderate customer base.",Small,B2C/B2B (retail and some wholesale),1 (small warehouse for product),"No.Wipe-on Wipe-off, LLC seems to have a novelty name suggesting a cleaning product or service. It’s likely a small proprietary product or local service rather than a distributor of many finished goods. As such, it does not meet the ICP definition.",1,1,0,0,N/A,N/A,0,N/A,2,1,0
